Transaction_Amount,Transaction_Hour,Location_Change,Device_Mismatch,Transaction_Velocity,Account_Age_Days,AvgTransaction_Last30Days,Amount_To_Average_Ratio,User_Income_Estimate,Device_OS,Customer_Marital_Status,RESULT
419251,2,0,1,6,60,97017,4.32,439384.0,1,1,1
474846,2,1,0,8,44,61329,7.74,276440.5,1,1,1
350931,0,0,0,5,60,46574,7.53,78356.0,3,0,1
114026,12,0,1,5,2776,46481,2.45,284313.0,1,3,0
63541,5,0,0,1,636,48513,1.31,175748.0,0,1,0
271350,2,1,0,8,75,57087,4.75,344928.0,1,2,1
3309,7,1,0,0,2444,17463,0.19,195720.0,1,0,0
81277,14,0,0,3,2838,47316,1.72,268251.0,2,1,0
96016,22,0,0,2,1335,63989,1.5,90708.0,2,0,0
28661,9,0,0,0,2346,80387,0.36,344949.0,2,3,0
14929,8,0,0,1,2819,37688,0.4,250062.0,2,3,0
102164,7,0,0,0,2939,57529,1.78,333569.0,3,0,0
177402,8,0,0,0,2971,74769,2.37,52462.0,1,1,0
20116,11,0,0,5,314,91750,0.22,79392.0,0,2,0
99266,19,0,0,2,537,37348,2.66,338683.0,2,3,0
13042,1,0,0,5,1549,24770,0.53,276440.5,0,0,0
15223,7,0,0,4,2883,94154,0.16,364935.0,1,0,0
41223,23,0,1,1,1829,84445,0.49,77092.0,0,0,0
300748,1,1,1,5,50,88568,3.4,276440.5,1,3,1
146261,10,0,1,5,1568,68130,2.15,263845.0,0,3,0
107588,14,0,1,1,1674,15806,6.81,199327.0,2,3,0
124470,18,0,0,0,711,98597,1.26,276440.5,1,1,0
363956,3,1,0,10,75,75000,4.85,372262.0,0,3,1
133417,13,0,0,1,2964,61469,2.17,270933.0,3,3,0
150834,12,0,1,1,2942,10068,14.98,227808.0,0,3,0
141801,22,0,0,3,168,95420,1.49,370214.0,3,3,0
69140,11,0,0,0,1040,55587,1.24,447781.0,1,0,0
128761,1,0,1,8,7,50629,2.54,311918.0,2,0,1
274318,4,1,0,10,46,69801,3.93,425659.0,3,2,1
186159,5,0,0,4,1060,99084,1.88,100368.0,3,1,0
120741,9,0,0,5,147,80412,1.5,241904.0,2,2,0
1804,16,0,0,2,1165,75672,0.02,52777.0,1,2,0
197847,3,1,1,1,1555,33658,5.88,121157.0,1,0,0
163397,15,1,0,1,2963,14809,11.03,128891.0,1,3,0
124565,20,0,0,0,1210,68414,1.82,72008.0,0,3,0
137095,15,1,1,0,377,20796,6.59,428235.0,3,3,0
70568,1,1,0,4,2858,61159,1.15,457781.0,1,1,0
377865,1,0,1,11,33,32154,11.75,149448.0,0,2,1
152120,4,1,0,5,622,64225,2.37,462297.0,0,1,0
423289,4,1,1,8,58,99635,4.25,274006.0,3,1,1
157127,2,1,0,2,2967,47697,3.29,76999.0,0,3,0
16649,15,0,0,2,1489,56552,0.29,324291.0,2,2,0
148934,19,0,0,3,483,18297,8.14,325680.0,1,2,0
71472,5,0,1,0,707,41544,1.72,136310.0,2,2,0
123655,8,1,0,3,1216,33594,3.68,327124.0,2,3,0
49901,11,0,0,5,899,56736,0.88,309701.0,2,2,0
363061,0,0,1,7,58,55291,6.57,451183.0,1,1,1
119850,11,0,0,3,1948,80210,1.49,268753.0,1,0,0
190437,17,0,0,0,1875,36961,5.15,99726.0,1,0,0
65759,0,0,0,9,17,69807,0.94,465077.0,3,3,1
65652,12,0,0,4,1175,62504,1.05,276440.5,1,0,0
173290,3,1,0,3,2975,31552,5.49,276440.5,0,3,0
79438,3,0,0,4,2681,28807,2.76,416752.0,1,3,0
393069,0,1,0,8,89,39939,9.84,78939.0,1,0,1
451685,3,0,1,8,61,58249,7.75,374863.0,3,3,1
462220,2,1,1,11,73,94115,4.91,276440.5,1,0,1
191830,0,0,1,0,217,6286,30.51,125810.0,0,1,0
191798,4,1,1,9,83,7377,26.0,467987.0,2,1,1
93073,12,0,0,0,1412,89838,1.04,303783.0,0,1,0
176556,6,0,0,5,1132,43992,4.01,189761.0,3,3,0
2065,12,0,0,3,1595,93242,0.02,276440.5,0,0,0
59900,13,0,1,3,2664,64844,0.92,113137.0,0,3,0
279299,1,0,1,9,27,15286,18.27,276440.5,0,3,1
460088,1,0,1,7,35,93642,4.91,259033.0,1,3,1
94067,23,0,1,2,792,51016,1.84,276440.5,1,2,0
88076,9,0,0,2,1139,16251,5.42,282300.0,2,2,0
123999,17,0,0,3,503,13061,9.49,276440.5,1,0,0
282908,0,0,0,8,75,29687,9.53,467430.0,3,0,1
128257,9,0,0,1,2895,97372,1.32,196874.0,1,1,0
128263,13,0,0,5,1463,69731,1.84,480767.0,2,3,0
168833,9,0,0,2,176,14958,11.29,323527.0,1,1,0
127918,11,0,0,5,210,83320,1.54,177587.0,0,2,0
158617,6,0,0,5,100,18156,8.74,339921.0,0,0,0
75310,2,1,1,6,16,57296,1.31,417539.0,2,3,1
79975,8,0,0,4,2622,34303,2.33,373010.0,3,3,0
59281,7,0,0,5,1398,70107,0.85,68289.0,0,2,0
58173,4,0,0,1,1134,76566,0.76,413450.0,2,3,0
110525,5,0,0,3,1904,74454,1.48,63869.0,3,3,0
187583,4,1,1,11,36,89433,2.1,177547.0,1,2,1
193449,20,0,0,5,132,22704,8.52,95968.0,2,3,0
150322,14,0,0,5,208,18453,8.15,276440.5,2,1,0
161137,4,0,0,2,611,88538,1.82,79834.0,3,3,0
193130,2,0,0,3,1986,63559,3.04,313086.0,0,0,0
37199,1,0,1,4,221,87327,0.43,363339.0,3,0,0
71308,22,0,0,2,2069,97064,0.73,465764.0,0,0,0
151794,4,0,0,4,2116,49404,3.07,246640.0,1,3,0
53983,5,0,0,5,209,21541,2.51,276440.5,3,1,0
21829,15,0,0,4,1141,33459,0.65,178578.0,1,3,0
175454,19,0,0,5,1448,95245,1.84,276440.5,1,3,0
96736,15,1,0,0,1594,61183,1.58,319906.0,0,0,0
152153,10,0,1,5,513,14240,10.68,361711.0,1,1,0
177277,3,1,1,7,22,17646,10.05,99440.0,0,3,1
150904,4,1,1,9,76,33598,4.49,363689.0,1,0,1
86500,22,0,0,5,2036,8512,10.16,276440.5,2,3,0
120787,7,0,0,0,2437,87447,1.38,191917.0,0,3,0
47370,17,0,0,1,1479,51943,0.91,249887.0,0,2,0
23616,16,0,1,4,2284,8439,2.8,66696.0,3,2,0
65948,3,1,1,10,33,28362,2.33,75071.0,0,3,1
124360,7,0,0,4,925,7907,15.73,148275.0,0,1,0
69179,23,0,0,2,1767,39811,1.74,437188.0,2,3,0
450897,4,1,1,10,28,32462,13.89,112165.0,3,2,1
435130,1,1,1,9,86,65925,6.6,276440.5,2,3,1
27717,8,0,0,1,170,71451,0.39,276440.5,1,1,0
169854,4,0,0,3,2752,44009,3.86,269929.0,3,1,0
35240,15,1,0,2,929,49796,0.71,143425.0,3,3,0
94260,6,1,0,2,2716,92649,1.02,276440.5,1,2,0
250484,1,0,0,11,78,22759,11.01,306762.0,1,3,1
145038,2,1,1,6,23,91384,1.59,219685.0,1,2,1
479715,2,1,0,9,20,98177,4.89,198342.0,0,3,1
143571,9,0,0,2,2595,10527,13.64,172582.0,1,3,0
236120,1,1,0,11,21,51947,4.55,277030.0,1,3,1
186000,12,0,0,1,2246,81151,2.29,310221.0,1,3,0
3294,0,1,0,4,525,36521,0.09,141569.0,3,3,0
166712,17,0,0,0,1043,30872,5.4,333359.0,1,2,0
5468,22,0,0,3,604,42057,0.13,289669.0,2,0,0
243445,3,1,1,5,71,53207,4.58,428833.0,1,1,1
157179,17,1,0,0,1731,60540,2.6,419425.0,3,3,0
7234,8,1,0,1,2397,71201,0.1,173440.0,2,2,0
69693,21,0,1,2,2281,77439,0.9,415747.0,2,0,0
51194,23,0,0,3,2322,64119,0.8,77798.0,2,0,0
121921,3,0,0,2,1811,11111,10.97,60919.0,3,0,0
83501,22,0,0,2,2431,8201,10.18,319142.0,3,0,0
207735,3,1,0,7,67,73959,2.81,442313.0,2,0,1
77394,11,0,1,3,2775,87833,0.88,276440.5,1,2,0
88087,22,0,0,4,1290,94309,0.93,276440.5,1,2,0
66157,18,0,1,1,2898,22736,2.91,137142.0,0,1,0
442939,1,0,0,9,22,20973,21.12,90085.0,1,3,1
149960,16,0,0,4,434,96841,1.55,301340.0,3,1,0
90497,3,0,0,3,1860,85609,1.06,492907.0,3,3,0
54923,21,0,0,0,375,10733,5.12,367778.0,2,3,0
181961,16,0,0,3,1143,6563,27.72,131363.0,1,3,0
112503,3,0,0,2,1828,40388,2.79,276440.5,1,0,0
122357,21,0,0,3,1209,86974,1.41,107265.0,0,3,0
26377,20,1,0,5,859,53267,0.5,99334.0,0,0,0
34504,11,1,1,2,162,99679,0.35,334295.0,2,3,0
198897,19,1,0,4,2429,36348,5.47,276440.5,1,1,0
77587,20,0,0,0,1993,30544,2.54,276440.5,3,3,0
172710,10,0,0,4,2907,8628,20.02,483618.0,1,0,0
173763,18,0,1,0,2122,77465,2.24,245046.0,1,0,0
4019,8,0,0,0,868,41111,0.1,261036.0,3,3,0
153948,11,0,0,3,676,78025,1.97,436078.0,1,3,0
183723,17,0,0,4,896,89403,2.05,96686.0,0,3,0
367091,2,1,0,7,14,72034,5.1,432929.0,1,1,1
288517,0,1,0,10,89,53773,5.37,254036.0,2,0,1
89281,18,0,0,1,2669,58785,1.52,393285.0,3,3,0
98120,9,0,0,2,1060,87408,1.12,454514.0,0,3,0
155417,5,0,0,0,957,46525,3.34,354521.0,0,3,0
352267,0,0,1,8,57,28896,12.19,276440.5,0,2,1
57115,13,0,0,4,1553,73112,0.78,276440.5,0,1,0
35339,11,0,0,4,2359,86819,0.41,327442.0,1,1,0
312496,2,1,0,8,39,43593,7.17,250652.0,0,2,1
176728,9,0,1,1,577,10640,16.61,109472.0,1,3,0
306579,1,0,0,6,11,95183,3.22,52292.0,2,1,1
119862,1,0,0,4,819,95147,1.26,96607.0,1,1,0
33077,20,0,0,3,2191,42980,0.77,369416.0,3,1,0
449161,4,1,1,11,64,54767,8.2,398227.0,0,3,1
80695,5,1,0,1,2565,77672,1.04,60681.0,3,3,0
179399,3,0,0,2,1516,34067,5.27,97358.0,2,2,0
179631,18,0,0,0,1197,72610,2.47,245574.0,0,3,0
74121,2,1,1,9,32,58164,1.27,276440.5,2,3,1
181006,21,0,0,0,2178,25257,7.17,237896.0,2,3,0
185338,4,0,0,1,1020,6666,27.8,216304.0,2,3,0
537,22,1,0,0,353,67338,0.01,177556.0,2,1,0
23411,18,0,1,1,2610,57734,0.41,296917.0,2,1,0
169848,5,0,0,1,746,84801,2.0,144376.0,0,3,0
149001,15,0,0,2,476,88532,1.68,100717.0,1,1,0
199615,4,0,0,2,730,25470,7.84,159491.0,2,3,0
404494,3,1,1,7,17,82813,4.88,399853.0,3,3,1
135321,10,0,0,0,1529,32544,4.16,276440.5,1,3,0
78990,13,1,0,4,414,98677,0.8,276440.5,1,3,0
71712,4,1,0,5,15,47248,1.52,148572.0,1,2,1
118123,12,1,1,3,1526,22532,5.24,310875.0,1,2,0
341542,1,1,0,9,74,97276,3.51,276440.5,1,0,1
115618,5,0,0,3,2738,82026,1.41,276440.5,2,1,0
161378,2,0,0,4,1218,30685,5.26,114451.0,3,3,0
52202,20,0,0,1,475,35344,1.48,282990.0,1,3,0
38039,16,1,0,2,1883,38578,0.99,141514.0,0,2,0
113652,18,1,0,0,1306,10229,11.11,276440.5,0,0,0
94634,9,0,1,4,2232,17746,5.33,358932.0,3,3,0
321909,1,1,1,10,72,74907,4.3,276440.5,0,1,1
145121,20,0,0,3,1222,17467,8.31,474067.0,0,3,0
33237,19,0,0,4,546,26394,1.26,487240.0,3,3,0
20935,1,0,0,1,1450,85330,0.25,282566.0,1,1,0
467847,1,1,0,6,49,43959,10.64,317909.0,1,3,1
156385,4,1,0,0,276,53247,2.94,470535.0,2,3,0
69464,10,0,0,4,2164,91989,0.76,276440.5,0,0,0
62922,19,0,1,3,2853,58121,1.08,78570.0,2,2,0
29648,17,0,0,3,1146,27044,1.1,121779.0,1,1,0
105604,9,0,0,4,1834,77681,1.36,429355.0,1,3,0
175669,3,1,1,9,46,56224,3.12,276440.5,0,3,1
131254,2,0,0,1,1998,60589,2.17,488517.0,0,3,0
172021,0,0,1,9,58,77702,2.21,58885.0,0,0,1
89862,2,0,0,4,1603,11642,7.72,194628.0,2,3,0
42737,12,0,0,5,1862,51108,0.84,276440.5,3,2,0
164909,1,0,0,10,87,36100,4.57,180423.0,1,0,1
17658,19,0,0,4,273,56005,0.32,276440.5,2,3,0
71102,1,1,1,10,1,23935,2.97,132029.0,3,2,1
197839,21,0,0,4,2961,14549,13.6,276440.5,0,1,0
210590,1,1,1,7,71,48515,4.34,421016.0,1,0,1
88432,7,0,1,3,1658,53895,1.64,488964.0,3,1,0
177879,18,1,0,2,1622,41936,4.24,135932.0,3,2,0
56838,4,0,0,2,1431,90854,0.63,118237.0,2,0,0
180757,1,0,1,2,1369,59825,3.02,361700.0,1,3,0
169051,4,0,0,1,2992,86283,1.96,425950.0,3,0,0
83665,23,0,1,3,494,63622,1.32,279672.0,0,1,0
172032,4,0,0,5,2196,99923,1.72,448317.0,0,1,0
132646,15,0,0,1,1892,96715,1.37,352712.0,3,3,0
421676,3,1,1,11,36,27828,15.15,286794.0,1,2,1
13305,5,0,0,5,315,79172,0.17,276440.5,0,3,0
78269,14,0,1,4,334,74584,1.05,263796.0,1,3,0
133332,9,1,0,0,2008,91315,1.46,276440.5,1,2,0
139837,19,0,0,2,1675,52011,2.69,316331.0,0,3,0
77022,2,0,0,4,461,96177,0.8,63460.0,0,3,0
97555,20,0,0,0,2678,31671,3.08,374993.0,1,3,0
253552,3,0,1,9,68,21284,11.91,322519.0,0,0,1
108771,0,0,1,8,68,17006,6.4,276440.5,3,3,1
54228,8,0,0,1,766,12223,4.44,81573.0,3,0,0
105355,20,0,0,1,1768,79920,1.32,93582.0,1,3,0
66701,1,0,0,0,781,65797,1.01,207014.0,2,1,0
27725,14,1,0,0,2492,21739,1.28,276440.5,0,1,0
135899,10,0,0,5,2073,53129,2.56,310843.0,1,2,0
76478,15,0,0,4,1310,47587,1.61,375022.0,0,2,0
166720,23,0,0,5,1369,34364,4.85,269323.0,2,3,0
27162,22,0,0,1,2913,37369,0.73,381838.0,0,3,0
99758,0,0,1,5,2862,51688,1.93,492304.0,0,0,0
475851,3,0,0,10,29,43297,10.99,257931.0,1,3,1
19095,5,0,0,1,1355,66382,0.29,261834.0,1,3,0
335863,0,1,1,6,43,35831,9.37,360677.0,0,2,1
146755,2,1,1,8,4,58808,2.5,168265.0,1,2,1
23181,2,0,0,0,268,30190,0.77,379434.0,1,3,0
122883,14,1,1,1,2624,29791,4.12,364235.0,1,0,0
14234,5,0,0,4,1097,9829,1.45,482448.0,2,3,0
338858,1,0,1,10,7,95479,3.55,439948.0,3,3,1
317064,1,1,1,11,9,52789,6.01,276440.5,3,3,1
197281,3,0,0,5,2170,8834,22.33,183501.0,0,2,0
80225,7,0,0,4,2863,77998,1.03,370180.0,1,2,0
308642,1,1,0,6,59,17464,17.67,149869.0,0,2,1
118304,3,0,0,3,2906,86477,1.37,107728.0,1,3,0
422359,3,0,1,6,6,90996,4.64,176907.0,1,2,1
446990,3,1,0,9,51,77474,5.77,254776.0,3,2,1
8609,21,1,0,0,706,14077,0.61,150374.0,2,2,0
171290,0,0,0,0,2792,9439,18.15,398171.0,1,1,0
75781,1,1,0,1,1280,66904,1.13,397021.0,3,2,0
80082,8,0,1,1,1308,54470,1.47,68561.0,2,0,0
129742,12,0,0,2,1922,5900,21.99,436644.0,1,0,0
483406,0,0,1,7,4,82972,5.83,487308.0,2,3,1
175721,4,1,1,6,74,35714,4.92,196513.0,2,0,1
100906,0,1,1,7,80,9758,10.34,433351.0,3,0,1
93806,11,0,0,2,2418,53780,1.74,276440.5,1,3,0
231781,4,1,0,7,76,31613,7.33,151270.0,2,3,1
145656,4,0,0,5,529,9353,15.57,394846.0,2,3,0
166950,22,0,0,0,551,38606,4.32,430041.0,1,3,0
68820,0,0,0,1,274,93665,0.73,122438.0,1,2,0
38770,8,0,0,2,2819,67417,0.58,292833.0,1,1,0
266085,0,0,1,11,9,40889,6.51,106037.0,1,3,1
40810,18,0,0,4,164,63785,0.64,413847.0,1,3,0
7237,9,0,0,0,2142,10334,0.7,149906.0,3,3,0
195546,4,0,0,0,2166,84664,2.31,141558.0,1,3,0
105913,8,0,0,5,482,88771,1.19,366723.0,1,3,0
147820,10,0,0,3,476,11252,13.14,400546.0,0,0,0
134843,20,0,0,4,2970,25276,5.33,479095.0,2,3,0
21201,8,0,0,4,1315,32618,0.65,425772.0,2,0,0
130008,1,0,0,1,2708,33546,3.88,386944.0,2,3,0
429607,3,1,1,11,19,97595,4.4,448718.0,2,3,1
112211,16,0,0,3,1732,22401,5.01,423726.0,2,2,0
63535,10,0,0,1,465,52014,1.22,307590.0,3,1,0
116909,14,0,0,4,2679,83505,1.4,130970.0,1,0,0
102081,3,0,0,4,2810,32504,3.14,81713.0,1,2,0
30873,20,0,0,4,1773,59748,0.52,285146.0,3,3,0
32059,16,0,0,5,2193,22480,1.43,329497.0,2,3,0
499271,0,0,1,9,27,97834,5.1,281002.0,0,1,1
16582,9,0,0,5,1729,52548,0.32,57364.0,2,3,0
475143,4,0,1,9,34,96769,4.91,192641.0,1,3,1
70421,1,1,1,9,10,43148,1.63,276649.0,3,1,1
41119,18,1,0,5,1576,93015,0.44,276440.5,1,2,0
62705,17,1,0,2,765,68711,0.91,276440.5,1,3,0
825,6,1,0,1,247,80024,0.01,235259.0,0,3,0
418583,3,1,1,8,5,45236,9.25,357530.0,3,0,1
442249,1,0,0,10,20,67675,6.53,276440.5,1,0,1
110670,2,0,1,3,262,57173,1.94,379728.0,3,0,0
409891,0,1,0,5,9,18225,22.49,276440.5,0,3,1
114012,15,0,0,0,171,38370,2.97,135675.0,1,2,0
490247,2,1,1,11,13,25618,19.14,85886.0,0,3,1
51083,0,0,1,7,40,39118,1.31,199450.0,3,0,1
121768,21,0,0,4,1196,57579,2.11,173509.0,2,0,0
62478,16,0,0,1,673,25537,2.45,213111.0,1,1,0
59326,22,0,0,5,2224,96973,0.61,214450.0,1,1,0
171906,5,0,0,1,918,23079,7.45,486380.0,0,1,0
355377,0,1,1,9,32,43179,8.23,276440.5,2,1,1
82892,14,0,0,5,979,16691,4.97,395675.0,2,1,0
154390,18,0,0,5,2316,8213,18.8,430847.0,1,3,0
116479,17,0,0,1,1181,19906,5.85,148065.0,2,2,0
397166,2,0,1,6,59,85468,4.65,430616.0,1,3,1
119139,15,0,0,0,2833,14472,8.23,276440.5,1,3,0
28214,20,1,0,0,1719,28610,0.99,184321.0,1,3,0
17344,1,0,0,5,543,50418,0.34,276440.5,0,3,0
80544,2,1,1,7,81,8386,9.6,276440.5,0,1,1
202280,4,1,0,11,12,25309,7.99,228790.0,1,1,1
44075,2,0,0,2,2442,19669,2.24,276440.5,1,0,0
139487,15,0,0,1,424,43755,3.19,411626.0,0,2,0
195811,21,0,0,1,1423,25462,7.69,375463.0,1,1,0
84399,7,0,0,3,2328,12905,6.54,364316.0,0,2,0
182044,0,1,0,4,2280,76482,2.38,310582.0,0,3,0
437265,1,1,1,10,51,49259,8.88,254572.0,0,2,1
68000,0,1,0,1,2505,89565,0.76,355711.0,1,1,0
296564,0,1,0,8,50,42173,7.03,284174.0,1,3,1
187507,14,0,0,4,2790,74952,2.5,61740.0,0,1,0
148259,6,1,0,5,2968,84131,1.76,376059.0,1,2,0
74330,13,0,0,4,859,26298,2.83,75315.0,1,3,0
193173,17,0,0,3,2388,70234,2.75,276440.5,2,2,0
124813,2,0,0,2,94,89202,1.4,278764.0,0,2,0
874,18,1,0,3,930,35089,0.02,261604.0,3,2,0
127452,19,1,0,3,2543,47396,2.69,314508.0,1,1,0
146446,14,0,0,5,1013,47410,3.09,338265.0,2,3,0
98294,11,1,0,1,2994,40026,2.46,276440.5,2,0,0
279445,4,1,1,10,62,5367,52.06,276440.5,2,0,1
169648,1,1,0,5,2814,64908,2.61,176821.0,2,3,0
380881,0,1,0,10,9,17220,22.12,358836.0,2,1,1
140834,9,0,0,0,1149,57010,2.47,276440.5,0,0,0
193085,1,1,1,5,10,45474,4.25,157096.0,2,3,1
41254,3,0,0,0,489,38096,1.08,398794.0,1,0,0
338491,4,0,1,9,48,27008,12.53,236943.0,2,0,1
85430,21,0,0,4,2511,52874,1.62,349102.0,3,3,0
171608,5,1,0,1,722,85867,2.0,276440.5,2,2,0
150006,12,0,0,5,2197,60016,2.5,72909.0,1,1,0
32316,21,0,0,3,2618,11380,2.84,402427.0,1,1,0
46964,14,1,0,0,202,51311,0.92,256741.0,0,2,0
105435,21,1,0,3,2761,41831,2.52,276440.5,1,2,0
57775,3,0,1,0,1113,8603,6.71,200800.0,3,1,0
260096,1,0,0,6,87,99799,2.61,358685.0,0,0,1
191143,22,1,1,0,1048,74501,2.57,250300.0,0,3,0
38349,13,0,0,3,2914,29503,1.3,187178.0,0,3,0
58590,6,0,0,4,2942,87511,0.67,247300.0,3,0,0
181887,16,0,1,1,1836,92895,1.96,267734.0,1,2,0
116671,16,1,1,0,832,17030,6.85,276440.5,3,1,0
140627,14,1,0,1,1341,88035,1.6,118373.0,2,3,0
446644,2,1,1,11,8,47259,9.45,279066.0,2,3,1
262026,2,1,0,7,2,48369,5.42,356150.0,0,3,1
361531,1,0,1,5,75,38511,9.39,275127.0,2,3,1
83425,12,0,1,3,2350,63327,1.32,278391.0,1,1,0
319958,4,0,0,5,65,58651,5.46,276440.5,3,2,1
33875,12,0,0,4,1893,38534,0.88,324934.0,0,3,0
48200,3,0,0,4,483,30169,1.6,405137.0,1,3,0
75113,11,0,1,1,2927,68978,1.09,193701.0,0,3,0
188071,4,0,0,4,2590,42964,4.38,258154.0,1,3,0
141514,4,0,0,3,2640,87807,1.61,93955.0,3,3,0
103642,2,0,0,3,1331,57984,1.79,315043.0,1,1,0
156107,3,0,0,2,2369,43529,3.59,223020.0,2,2,0
72783,11,0,0,0,1464,48380,1.5,288692.0,1,3,0
162835,21,0,0,3,1689,29510,5.52,86941.0,2,2,0
67771,8,0,0,3,1348,47483,1.43,486937.0,2,1,0
89115,6,0,0,2,94,75455,1.18,276440.5,0,2,0
85211,20,0,0,4,2567,67106,1.27,252437.0,0,3,0
97262,0,0,1,9,34,45021,2.16,104284.0,3,2,1
159494,0,0,0,0,1116,34605,4.61,446286.0,2,3,0
194800,18,0,1,4,2095,95545,2.04,111961.0,0,3,0
77144,17,1,0,3,2823,48224,1.6,321869.0,0,2,0
88603,8,0,0,3,1142,7084,12.51,363850.0,2,0,0
192867,1,1,1,10,52,70322,2.74,61917.0,0,1,1
43919,3,0,0,4,1773,97158,0.45,173474.0,2,3,0
51869,4,0,0,4,246,16521,3.14,276440.5,3,3,0
236657,3,1,1,10,67,96106,2.46,276440.5,2,3,1
147047,8,0,1,1,2450,49452,2.97,68309.0,1,3,0
137274,12,0,0,3,2076,8728,15.73,276440.5,1,2,0
104032,0,0,1,1,2211,28647,3.63,276440.5,0,2,0
23428,19,0,0,0,1448,48381,0.48,276310.0,1,3,0
103636,4,0,0,4,1116,60101,1.72,333167.0,1,1,0
114933,15,0,0,3,478,82059,1.4,473223.0,2,3,0
106655,1,0,1,8,53,15466,6.9,201900.0,2,1,1
183825,19,0,0,3,2159,17672,10.4,120676.0,3,2,0
14499,10,0,0,4,2102,42454,0.34,284284.0,0,1,0
69266,14,1,0,3,1093,9777,7.08,276440.5,2,2,0
352487,2,0,1,7,25,65997,5.34,270128.0,3,1,1
61224,0,1,1,8,77,28377,2.16,77541.0,2,0,1
97842,23,0,0,0,1801,74675,1.31,139752.0,1,2,0
167867,10,1,0,3,563,66013,2.54,179076.0,2,1,0
159792,20,0,0,0,1180,58217,2.74,195727.0,1,1,0
64621,16,0,0,2,2124,27974,2.31,276440.5,0,1,0
129562,7,0,0,1,2933,39964,3.24,475243.0,3,3,0
68169,5,1,0,5,903,11551,5.9,477611.0,3,3,0
196256,12,0,0,4,385,12113,16.2,479235.0,1,3,0
492243,2,0,1,5,1,29395,16.75,490867.0,3,1,1
137097,20,0,1,2,924,74016,1.85,333134.0,1,2,0
147113,2,1,1,6,89,92913,1.58,276440.5,3,2,1
157849,1,0,0,4,2838,9483,16.64,212922.0,3,3,0
110075,17,1,0,3,1635,9165,12.01,276440.5,1,2,0
82883,21,0,0,1,2538,51970,1.59,316556.0,1,3,0
33985,17,0,0,4,2360,71293,0.48,220742.0,0,3,0
6036,22,0,0,5,2537,60221,0.1,104631.0,0,1,0
92624,5,0,0,0,2919,5082,18.22,254574.0,2,0,0
20646,14,0,1,1,2291,85431,0.24,342730.0,0,3,0
11916,14,0,0,4,477,15871,0.75,181935.0,1,3,0
165937,2,0,1,7,87,34208,4.85,276440.5,3,2,1
47094,22,0,1,5,443,63909,0.74,301438.0,1,2,0
97175,13,0,0,5,1576,12607,7.71,279348.0,3,0,0
151691,1,0,0,3,1884,96414,1.57,482275.0,3,3,0
52668,2,1,1,10,83,7641,6.89,172920.0,0,3,1
110981,2,0,0,0,147,96765,1.15,397301.0,1,0,0
154472,17,0,0,5,351,52572,2.94,53706.0,0,1,0
163537,19,0,0,3,758,85286,1.92,293352.0,2,1,0
181994,6,0,0,3,2640,98969,1.84,322235.0,1,2,0
368135,1,1,1,6,74,8801,41.82,65447.0,0,3,1
138061,15,0,0,4,2513,60478,2.28,110235.0,0,0,0
52028,16,0,0,0,1849,10574,4.92,106312.0,2,0,0
170333,23,1,0,5,1269,80422,2.12,244742.0,1,2,0
37799,9,0,0,5,2054,33915,1.11,238571.0,0,2,0
100113,0,0,1,11,80,31312,3.2,219898.0,1,2,1
146553,3,0,0,2,329,41022,3.57,146565.0,1,3,0
90047,14,0,1,1,2320,51138,1.76,487804.0,3,0,0
75657,14,0,0,0,388,36935,2.05,425474.0,1,1,0
37936,12,0,1,5,2329,30627,1.24,290746.0,3,3,0
176174,3,1,1,9,27,5850,30.11,290227.0,0,3,1
157206,15,0,1,4,1871,34597,4.54,410393.0,3,1,0
189404,19,0,0,1,1891,98751,1.92,327889.0,1,0,0
379196,4,0,1,6,14,17470,21.7,300170.0,1,3,1
176480,18,1,0,3,982,11179,15.79,208484.0,2,2,0
130603,18,0,0,1,828,85469,1.53,133237.0,0,1,0
123013,7,0,0,0,451,48229,2.55,484833.0,1,3,0
267195,3,0,1,8,51,10481,25.49,361519.0,1,2,1
138292,6,0,0,0,1221,19758,7.0,121047.0,0,3,0
108854,14,0,0,0,1789,24718,4.4,396126.0,2,0,0
146248,15,0,0,0,1288,5435,26.9,276440.5,2,1,0
147585,1,1,0,3,1136,64741,2.28,163488.0,3,2,0
124469,10,0,0,0,118,98266,1.27,389378.0,2,3,0
50292,4,0,0,2,2481,75311,0.67,111520.0,3,3,0
2485,16,0,0,5,563,92036,0.03,148474.0,1,3,0
59931,12,0,0,5,887,66090,0.91,175377.0,0,3,0
145311,3,1,0,2,1158,61315,2.37,276440.5,3,2,0
466155,4,1,0,9,48,48640,9.58,320638.0,1,0,1
479245,2,0,0,5,80,88798,5.4,471083.0,1,3,1
35120,19,0,0,1,1126,55120,0.64,76532.0,3,3,0
19409,10,0,1,1,1389,7915,2.45,187028.0,0,0,0
61909,16,0,1,5,2475,60877,1.02,67817.0,1,3,0
160706,0,1,0,2,884,29759,5.4,431485.0,2,0,0
206819,2,0,0,6,26,75246,2.75,483757.0,3,2,1
107412,3,0,0,5,1593,87596,1.23,149428.0,1,1,0
76518,20,0,1,1,1512,65717,1.16,254269.0,2,0,0
450359,3,0,1,5,14,82700,5.45,490572.0,2,3,1
119662,10,1,0,5,2042,79988,1.5,254005.0,0,3,0
50682,2,0,0,3,323,16112,3.15,477702.0,1,3,0
